ID,present,WC_alt,WC_bio1,WC_bio2,ER_tri,ER_topoWet,lon,lat
838,0,335,24.700000762939453,13,31.40999984741211,10.59000015258789,-53.20833333333333,-7.625
839,0,124,25.5,9.100000381469727,7.610000133514404,12.59000015258789,-68.875,0.0416666666666643
840,0,399,23.899999618530273,8.699999809265137,65.48999786376953,8.9399995803833,-78.79166666666666,0.7083333333333321
841,0,133,25.700000762939453,10.100000381469727,7.96999979019165,12.319999694824219,-68.375,-5.791666666666668
842,0,263,25.100000381469727,12,22.399999618530273,11.550000190734863,-53.875,-6.458333333333336
843,0,463,24.399999618530273,12.5,16.059999465942383,11.710000038146973,-50.125,-19.125
844,0,221,25,11.800000190734863,5.960000038146973,12.630000114440918,-69.625,-9.291666666666668
845,0,853,22.600000381469727,11.399999618530273,21.420000076293945,11.050000190734863,-61.791666666666664,4.791666666666664
846,0,414,26.299999237060547,13.800000190734863,3.130000114440918,13.710000038146973,-42.625,-9.958333333333336
847,0,329,26.799999237060547,9.699999809265137,32.380001068115234,10.4399995803833,-74.45833333333333,6.874999999999998
848,0,36,26.899999618530273,8.600000381469727,3.930000066757202,13.050000190734863,-60.95833333333333,-4.125
849,0,337,24.899999618530273,14.800000190734863,9.90999984741211,11.859999656677246,-54.291666666666664,-11.708333333333336
850,0,219,26.600000381469727,12.399999618530273,1.1200000047683716,13.960000038146973,-51.20833333333333,-13.125
851,0,134,26,9.300000190734863,3.6600000858306885,13.100000381469727,-72.04166666666666,-2.7083333333333357
852,0,172,25.399999618530273,11.100000381469727,4.960000038146973,12.609999656677246,-68.79166666666666,-7.291666666666668
853,0,212,26,9.600000381469727,5.130000114440918,12.4399995803833,-76.45833333333333,-5.541666666666668
854,0,316,25.600000381469727,13.699999809265137,10.239999771118164,11.720000267028809,-52.45833333333333,-10.125
855,0,117,26.100000381469727,10.300000190734863,3.5299999713897705,12.920000076293945,-68.375,1.3749999999999982
856,0,9,27.100000381469727,7.699999809265137,4.360000133514404,12.720000267028809,-45.20833333333333,-1.9583333333333357
857,0,78,24.100000381469727,9.600000381469727,19.399999618530273,11.770000457763672,-40.20833333333333,-19.291666666666664
858,0,116,28,10.5,9.739999771118164,12.65999984741211,-73.625,7.374999999999998
859,0,119,26.700000762939453,10.399999618530273,17.059999465942383,11.300000190734863,-57.541666666666664,-6.125
860,0,489,23.100000381469727,14.199999809265137,11.920000076293945,11.680000305175781,-60.95833333333333,-16.708333333333336
861,0,199,25.600000381469727,12.800000190734863,10.630000114440918,11.880000114440918,-58.20833333333333,-15.708333333333336
862,0,351,25.700000762939453,14,17.799999237060547,11.770000457763672,-44.45833333333333,-9.958333333333336
863,0,329,25,11.300000190734863,66.44999694824219,9.420000076293945,-50.70833333333333,-5.958333333333336
864,0,199,26.700000762939453,10.800000190734863,6.690000057220459,13.039999961853027,-63.95833333333333,8.708333333333332
865,0,515,22.799999237060547,13.600000381469727,52.02000045776367,9.920000076293945,-59.791666666666664,-14.708333333333336
866,0,156,26.200000762939453,11.899999618530273,6.840000152587891,12.180000305175781,-57.791666666666664,-8.208333333333336
867,0,67,24,9.100000381469727,6.610000133514404,12.670000076293945,-39.95833333333333,-18.458333333333336
868,0,220,25.5,11.199999809265137,11.579999923706055,11.75,-54.375,-5.708333333333336
869,0,311,24.799999237060547,9.399999618530273,9.40999984741211,11.989999771118164,-53.875,2.208333333333332
870,0,2101,16.299999237060547,9.100000381469727,121.55999755859375,7.659999847412109,-75.54166666666666,2.1249999999999982
871,0,131,26.600000381469727,9.699999809265137,15.130000114440918,11.229999542236328,-57.625,-4.958333333333336
872,0,563,21.600000381469727,8.699999809265137,64.06999969482422,9.289999961853027,-40.125,-15.041666666666668
873,0,146,26.399999618530273,10.600000381469727,2.240000009536743,13.84000015258789,-71.20833333333333,7.208333333333331
874,0,522,24.399999618530273,10.100000381469727,64.11000061035156,9.449999809265137,-61.375,6.041666666666664
875,0,264,26.5,10.199999809265137,8.630000114440918,12.109999656677246,-56.875,1.8749999999999982
876,0,480,24.899999618530273,11,105.31999969482422,8.720000267028809,-65.375,3.5416666666666643
877,0,831,23.299999237060547,10,31.639999389648438,10.5600004196167,-48.291666666666664,-14.958333333333336
878,0,174,26.100000381469727,11.899999618530273,9.890000343322754,11.880000114440918,-49.125,-7.291666666666668
879,0,154,26.5,9.300000190734863,4.46999979019165,13.029999732971191,-76.625,-4.791666666666668
880,0,104,26,9.699999809265137,2.759999990463257,13.050000190734863,-67.625,-5.708333333333336
881,0,438,24.200000762939453,12.199999809265137,13.329999923706055,11.539999961853027,-52.20833333333333,-19.541666666666664
882,0,197,27.100000381469727,9.199999809265137,6.150000095367432,12.619999885559082,-72.20833333333333,3.3749999999999982
883,0,314,25.299999237060547,11.300000190734863,8.1899995803833,12.220000267028809,-71.375,-9.875
884,0,81,26.299999237060547,9.899999618530273,3.2899999618530273,13.050000190734863,-63.875,-6.791666666666668
885,0,214,26.5,10.5,5.670000076293945,12.510000228881836,-75.45833333333333,-5.625
886,0,173,26,12.199999809265137,5.340000152587891,12.279999732971191,-49.625,-7.458333333333336
887,0,2676,11.300000190734863,8.5,132.11000061035156,7.840000152587891,-83.04166666666666,9.208333333333332
888,0,183,26.299999237060547,8.800000190734863,4.230000019073486,12.779999732971191,-73.54166666666666,-0.3750000000000018
889,0,254,25.100000381469727,11.5,7.929999828338623,12.210000038146973,-70.20833333333333,-9.708333333333336
890,0,161,26.200000762939453,9.5,7.130000114440918,12.59000015258789,-73.45833333333333,-2.375
891,0,150,26.899999618530273,10.800000190734863,34.25,10.470000267028809,-66.625,6.791666666666664
892,0,31,26.5,7,13.9399995803833,11.420000076293945,-76.625,8.708333333333332
893,0,103,26.799999237060547,10.100000381469727,3.609999895095825,12.970000267028809,-64.54166666666666,1.0416666666666643
894,0,935,22.100000381469727,10.5,38.68000030517578,9.640000343322754,-63.375,2.208333333333332
895,0,140,25.700000762939453,10.199999809265137,5.320000171661377,12.619999885559082,-70.54166666666666,-5.458333333333336
896,0,178,26.100000381469727,11.600000381469727,3.9800000190734863,12.869999885559082,-64.70833333333333,-11.625
897,0,211,27.100000381469727,12.899999618530273,18.81999969482422,11.5600004196167,-42.291666666666664,-7.625
898,0,154,26.200000762939453,9.5,5.369999885559082,12.630000114440918,-73.95833333333333,-2.2083333333333357
899,0,13,27.100000381469727,8.600000381469727,3.5299999713897705,12.520000457763672,-59.125,-3.541666666666668
900,0,472,23.700000762939453,12.899999618530273,15.6899995803833,11.579999923706055,-55.125,-14.625
901,0,788,18.299999237060547,11,19.540000915527344,11.069999694824219,-46.70833333333333,-23.041666666666664
902,0,402,24.799999237060547,11.300000190734863,7.579999923706055,12.579999923706055,-39.791666666666664,-8.208333333333336
903,0,94,26,11.199999809265137,0.8700000047683716,14.420000076293945,-57.291666666666664,-18.291666666666664
904,0,174,25,12.100000381469727,4.690000057220459,12.680000305175781,-68.45833333333333,-8.625
905,0,718,21.200000762939453,13.800000190734863,16.510000228881836,11.350000381469727,-45.875,-20.041666666666664
906,0,158,26.600000381469727,10.5,32.290000915527344,10.649999618530273,-45.791666666666664,-4.458333333333336
907,0,129,25.700000762939453,9.300000190734863,4.199999809265137,12.970000267028809,-70.54166666666666,-3.375
908,0,106,26.200000762939453,9.699999809265137,3.3299999237060547,13.029999732971191,-65.875,-6.208333333333336
909,0,302,24.799999237060547,13,0.9300000071525574,14.5600004196167,-61.875,-18.375
910,0,57,26.700000762939453,9.399999618530273,1.7599999904632568,13.420000076293945,-63.125,-1.7083333333333357
911,0,374,22.899999618530273,10.5,8.579999923706055,12.15999984741211,-39.375,-11.375
